Base_Item_Number;Order_Minimum;Order_Unit_Of_Measure;Unit_Increments;SKU;UPC;Category;Image_URL;Finish;Glass;Fixture_Socket_Size;Fixture_Socket_Size_2;Integrated_LED;Integrated_LED_Wattage;Inventory_Qty;Weight;Weight_Unit;Short_Description;IMAP_Price;Wholesale_Price;Height;Length;Extends;HCWO;Prop_65;Image_Name;Wet_Rated;Theme;Url
31256-CH09C;1;EA;1;31256-CH09C;;Lampe;https://cdn.shopify.com/s/files/1/0586/5016/5410/products/21256_cf096f12-1b5e-4181-aa37-0f5bb172fca6.png?v=1651522509;Brun;Martelé clair;;Candelabra;N;;0;0;lbs;Manor - Large Open Bottom Rod Ceiling Mount - 31256;711;355.5;;;;;N;31256-CH09C.png;Y;Manor ;https://snoc.com/products/manor-31256?variant=41594492190882&om=9160
31256-CH09-LD10C;1;EA;1;31256-CH09-LD10C;;Lampe;https://cdn.shopify.com/s/files/1/0586/5016/5410/products/21256_cf096f12-1b5e-4181-aa37-0f5bb172fca6.png?v=1651522509;Brun;Martelé clair;;;Y; 10 watts;0;0;lbs;Manor - Large Open Bottom Rod Ceiling Mount - 31256;736.2;368.1;;;;;N;31256-CH09-LD10C.png;Y;Manor ;https://snoc.com/products/manor-31256?variant=41594492223650&om=9160
31256-CH09-LD20C;1;EA;1;31256-CH09-LD20C;;Lampe;https://cdn.shopify.com/s/files/1/0586/5016/5410/products/21256_cf096f12-1b5e-4181-aa37-0f5bb172fca6.png?v=1651522509;Brun;Martelé clair;;;Y; 20 watts;0;0;lbs;Manor - Large Open Bottom Rod Ceiling Mount - 31256;792;396;;;;;N;31256-CH09-LD20C.png;Y;Manor ;https://snoc.com/products/manor-31256?variant=41594492256418&om=9160
31256-CB06;1;EA;1;31256-CB06;;Lampe;https://cdn.shopify.com/s/files/1/0586/5016/5410/products/21256_cf096f12-1b5e-4181-aa37-0f5bb172fca6.png?v=1651522509;;Clair bisauté;medium;;N;;0;0;lbs;Manor - Large Open Bottom Rod Ceiling Mount - 31256;630;315;;;;;N;31256-CB06.png;Y;Manor ;https://snoc.com/products/manor-31256?variant=42099243909282&om=9160
31256-CB06C;1;EA;1;31256-CB06C;;Lampe;https://cdn.shopify.com/s/files/1/0586/5016/5410/products/21256_cf096f12-1b5e-4181-aa37-0f5bb172fca6.png?v=1651522509;;Clair bisauté;;Candelabra;N;;0;0;lbs;Manor - Large Open Bottom Rod Ceiling Mount - 31256;711;355.5;;;;;N;31256-CB06C.png;Y;Manor ;https://snoc.com/products/manor-31256?variant=42099243942050&om=9160
31256-CB06-LD10C;1;EA;1;31256-CB06-LD10C;;Lampe;https://cdn.shopify.com/s/files/1/0586/5016/5410/products/21256_cf096f12-1b5e-4181-aa37-0f5bb172fca6.png?v=1651522509;;Clair bisauté;;;Y; 10 watts;0;0;lbs;Manor - Large Open Bottom Rod Ceiling Mount - 31256;736.2;368.1;;;;;N;31256-CB06-LD10C.png;Y;Manor ;https://snoc.com/products/manor-31256?variant=42099244007586&om=9160
31256-CB06-LD20C;1;EA;1;31256-CB06-LD20C;;Lampe;https://cdn.shopify.com/s/files/1/0586/5016/5410/products/21256_cf096f12-1b5e-4181-aa37-0f5bb172fca6.png?v=1651522509;;Clair bisauté;;;Y; 20 watts;0;0;lbs;Manor - Large Open Bottom Rod Ceiling Mount - 31256;792;396;;;;;N;31256-CB06-LD20C.png;Y;Manor ;https://snoc.com/products/manor-31256?variant=42099244040354&om=9160
31256-CH06;1;EA;1;31256-CH06;;Lampe;https://cdn.shopify.com/s/files/1/0586/5016/5410/products/21256_cf096f12-1b5e-4181-aa37-0f5bb172fca6.png?v=1651522509;;Martelé clair;medium;;N;;0;0;lbs;Manor - Large Open Bottom Rod Ceiling Mount - 31256;630;315;;;;;N;31256-CH06.png;Y;Manor ;https://snoc.com/products/manor-31256?variant=42099244335266&om=9160
31256-CH06C;1;EA;1;31256-CH06C;;Lampe;https://cdn.shopify.com/s/files/1/0586/5016/5410/products/21256_cf096f12-1b5e-4181-aa37-0f5bb172fca6.png?v=1651522509;;Martelé clair;;Candelabra;N;;0;0;lbs;Manor - Large Open Bottom Rod Ceiling Mount - 31256;711;355.5;;;;;N;31256-CH06C.png;Y;Manor ;https://snoc.com/products/manor-31256?variant=42099244368034&om=9160
31256-CH06-LD10C;1;EA;1;31256-CH06-LD10C;;Lampe;https://cdn.shopify.com/s/files/1/0586/5016/5410/products/21256_cf096f12-1b5e-4181-aa37-0f5bb172fca6.png?v=1651522509;;Martelé clair;;;Y; 10 watts;0;0;lbs;Manor - Large Open Bottom Rod Ceiling Mount - 31256;736.2;368.1;;;;;N;31256-CH06-LD10C.png;Y;Manor ;https://snoc.com/products/manor-31256?variant=42099244433570&om=9160
31256-CH06-LD20C;1;EA;1;31256-CH06-LD20C;;Lampe;https://cdn.shopify.com/s/files/1/0586/5016/5410/products/21256_cf096f12-1b5e-4181-aa37-0f5bb172fca6.png?v=1651522509;;Martelé clair;;;Y; 20 watts;0;0;lbs;Manor - Large Open Bottom Rod Ceiling Mount - 31256;792;396;;;;;N;31256-CH06-LD20C.png;Y;Manor ;https://snoc.com/products/manor-31256?variant=42099244499106&om=9160
31256-CB10;1;EA;1;31256-CB10;;Lampe;https://cdn.shopify.com/s/files/1/0586/5016/5410/products/21256_cf096f12-1b5e-4181-aa37-0f5bb172fca6.png?v=1651522509;Anthracite;Clair bisauté;medium;;N;;0;0;lbs;Manor - Large Open Bottom Rod Ceiling Mount - 31256;630;315;;;;;N;31256-CB10.png;Y;Manor ;https://snoc.com/products/manor-31256?variant=42099274842274&om=9160
31256-CB10C;1;EA;1;31256-CB10C;;Lampe;https://cdn.shopify.com/s/files/1/0586/5016/5410/products/21256_cf096f12-1b5e-4181-aa37-0f5bb172fca6.png?v=1651522509;Anthracite;Clair bisauté;;Candelabra;N;;0;0;lbs;Manor - Large Open Bottom Rod Ceiling Mount - 31256;711;355.5;;;;;N;31256-CB10C.png;Y;Manor ;https://snoc.com/products/manor-31256?variant=42099274973346&om=9160
31256-CB10-LD10C;1;EA;1;31256-CB10-LD10C;;Lampe;https://cdn.shopify.com/s/files/1/0586/5016/5410/products/21256_cf096f12-1b5e-4181-aa37-0f5bb172fca6.png?v=1651522509;Anthracite;Clair bisauté;;;Y; 10 watts;0;0;lbs;Manor - Large Open Bottom Rod Ceiling Mount - 31256;736.2;368.1;;;;;N;31256-CB10-LD10C.png;Y;Manor ;https://snoc.com/products/manor-31256?variant=42099275006114&om=9160
31256-CB10-LD20C;1;EA;1;31256-CB10-LD20C;;Lampe;https://cdn.shopify.com/s/files/1/0586/5016/5410/products/21256_cf096f12-1b5e-4181-aa37-0f5bb172fca6.png?v=1651522509;Anthracite;Clair bisauté;;;Y; 20 watts;0;0;lbs;Manor - Large Open Bottom Rod Ceiling Mount - 31256;792;396;;;;;N;31256-CB10-LD20C.png;Y;Manor ;https://snoc.com/products/manor-31256?variant=42099275038882&om=9160
31256-CH10;1;EA;1;31256-CH10;;Lampe;https://cdn.shopify.com/s/files/1/0586/5016/5410/products/21256_cf096f12-1b5e-4181-aa37-0f5bb172fca6.png?v=1651522509;Anthracite;Martelé clair;medium;;N;;0;0;lbs;Manor - Large Open Bottom Rod Ceiling Mount - 31256;630;315;;;;;N;31256-CH10.png;Y;Manor ;https://snoc.com/products/manor-31256?variant=42099275137186&om=9160
31256-CH10C;1;EA;1;31256-CH10C;;Lampe;https://cdn.shopify.com/s/files/1/0586/5016/5410/products/21256_cf096f12-1b5e-4181-aa37-0f5bb172fca6.png?v=1651522509;Anthracite;Martelé clair;;Candelabra;N;;0;0;lbs;Manor - Large Open Bottom Rod Ceiling Mount - 31256;711;355.5;;;;;N;31256-CH10C.png;Y;Manor ;https://snoc.com/products/manor-31256?variant=42099275169954&om=9160
31256-CH10-LD10C;1;EA;1;31256-CH10-LD10C;;Lampe;https://cdn.shopify.com/s/files/1/0586/5016/5410/products/21256_cf096f12-1b5e-4181-aa37-0f5bb172fca6.png?v=1651522509;Anthracite;Martelé clair;;;Y; 10 watts;0;0;lbs;Manor - Large Open Bottom Rod Ceiling Mount - 31256;736.2;368.1;;;;;N;31256-CH10-LD10C.png;Y;Manor ;https://snoc.com/products/manor-31256?variant=42099275202722&om=9160
31256-CH10-LD20C;1;EA;1;31256-CH10-LD20C;;Lampe;https://cdn.shopify.com/s/files/1/0586/5016/5410/products/21256_cf096f12-1b5e-4181-aa37-0f5bb172fca6.png?v=1651522509;Anthracite;Martelé clair;;;Y; 20 watts;0;0;lbs;Manor - Large Open Bottom Rod Ceiling Mount - 31256;792;396;;;;;N;31256-CH10-LD20C.png;Y;Manor ;https://snoc.com/products/manor-31256?variant=42099275235490&om=9160
31256-CB21;1;EA;1;31256-CB21;;Lampe;https://cdn.shopify.com/s/files/1/0586/5016/5410/products/21256_cf096f12-1b5e-4181-aa37-0f5bb172fca6.png?v=1651522509;;Clair bisauté;medium;;N;;0;0;lbs;Manor - Large Open Bottom Rod Ceiling Mount - 31256;630;315;;;;;N;31256-CB21.png;Y;Manor ;https://snoc.com/products/manor-31256?variant=42099314131106&om=9160
31256-CB21C;1;EA;1;31256-CB21C;;Lampe;https://cdn.shopify.com/s/files/1/0586/5016/5410/products/21256_cf096f12-1b5e-4181-aa37-0f5bb172fca6.png?v=1651522509;;Clair bisauté;;Candelabra;N;;0;0;lbs;Manor - Large Open Bottom Rod Ceiling Mount - 31256;711;355.5;;;;;N;31256-CB21C.png;Y;Manor ;https://snoc.com/products/manor-31256?variant=42099314262178&om=9160
31256-CB21-LD10C;1;EA;1;31256-CB21-LD10C;;Lampe;https://cdn.shopify.com/s/files/1/0586/5016/5410/products/21256_cf096f12-1b5e-4181-aa37-0f5bb172fca6.png?v=1651522509;;Clair bisauté;;;Y; 10 watts;0;0;lbs;Manor - Large Open Bottom Rod Ceiling Mount - 31256;736.2;368.1;;;;;N;31256-CB21-LD10C.png;Y;Manor ;https://snoc.com/products/manor-31256?variant=42099314294946&om=9160
31256-CB21-LD20C;1;EA;1;31256-CB21-LD20C;;Lampe;https://cdn.shopify.com/s/files/1/0586/5016/5410/products/21256_cf096f12-1b5e-4181-aa37-0f5bb172fca6.png?v=1651522509;;Clair bisauté;;;Y; 20 watts;0;0;lbs;Manor - Large Open Bottom Rod Ceiling Mount - 31256;792;396;;;;;N;31256-CB21-LD20C.png;Y;Manor ;https://snoc.com/products/manor-31256?variant=42099314327714&om=9160
31256-CH21;1;EA;1;31256-CH21;;Lampe;https://cdn.shopify.com/s/files/1/0586/5016/5410/products/21256_cf096f12-1b5e-4181-aa37-0f5bb172fca6.png?v=1651522509;;Martelé clair;medium;;N;;0;0;lbs;Manor - Large Open Bottom Rod Ceiling Mount - 31256;630;315;;;;;N;31256-CH21.png;Y;Manor ;https://snoc.com/products/manor-31256?variant=42099314360482&om=9160
31256-CH21C;1;EA;1;31256-CH21C;;Lampe;https://cdn.shopify.com/s/files/1/0586/5016/5410/products/21256_cf096f12-1b5e-4181-aa37-0f5bb172fca6.png?v=1651522509;;Martelé clair;;Candelabra;N;;0;0;lbs;Manor - Large Open Bottom Rod Ceiling Mount - 31256;711;355.5;;;;;N;31256-CH21C.png;Y;Manor ;https://snoc.com/products/manor-31256?variant=42099314393250&om=9160
31256-CH21-LD10C;1;EA;1;31256-CH21-LD10C;;Lampe;https://cdn.shopify.com/s/files/1/0586/5016/5410/products/21256_cf096f12-1b5e-4181-aa37-0f5bb172fca6.png?v=1651522509;;Martelé clair;;;Y; 10 watts;0;0;lbs;Manor - Large Open Bottom Rod Ceiling Mount - 31256;736.2;368.1;;;;;N;31256-CH21-LD10C.png;Y;Manor ;https://snoc.com/products/manor-31256?variant=42099314426018&om=9160
31256-CH21-LD20C;1;EA;1;31256-CH21-LD20C;;Lampe;https://cdn.shopify.com/s/files/1/0586/5016/5410/products/21256_cf096f12-1b5e-4181-aa37-0f5bb172fca6.png?v=1651522509;;Martelé clair;;;Y; 20 watts;0;0;lbs;Manor - Large Open Bottom Rod Ceiling Mount - 31256;792;396;;;;;N;31256-CH21-LD20C.png;Y;Manor ;https://snoc.com/products/manor-31256?variant=42099314458786&om=9160
31282-CB01;1;EA;1;31282-CB01;;Lampe;https://cdn.shopify.com/s/files/1/0586/5016/5410/products/31282_cf077c89-b32e-4260-8135-6b979cb1eba0.png?v=1651522513;Noir;Clair bisauté;medium;;N;;0;0;lbs;Manor - Wall-Mount Down Open Bottom Large - 31282;698.4;349.2;;;;;N;31282-CB01.png;Y;Manor ;https://snoc.com/products/manor-31282?variant=41594492485794&om=9160
31282-CB01C;1;EA;1;31282-CB01C;;Lampe;https://cdn.shopify.com/s/files/1/0586/5016/5410/products/31282_cf077c89-b32e-4260-8135-6b979cb1eba0.png?v=1651522513;Noir;Clair bisauté;;Candelabra;N;;0;0;lbs;Manor - Wall-Mount Down Open Bottom Large - 31282;779.4;389.7;;;;;N;31282-CB01C.png;Y;Manor ;https://snoc.com/products/manor-31282?variant=41594492518562&om=9160
31282-CB01-LD10C;1;EA;1;31282-CB01-LD10C;;Lampe;https://cdn.shopify.com/s/files/1/0586/5016/5410/products/31282_cf077c89-b32e-4260-8135-6b979cb1eba0.png?v=1651522513;Noir;Clair bisauté;;;Y; 10 watts;0;0;lbs;Manor - Wall-Mount Down Open Bottom Large - 31282;804.6;402.3;;;;;N;31282-CB01-LD10C.png;Y;Manor ;https://snoc.com/products/manor-31282?variant=41594492551330&om=9160
31282-CB01-LD20C;1;EA;1;31282-CB01-LD20C;;Lampe;https://cdn.shopify.com/s/files/1/0586/5016/5410/products/31282_cf077c89-b32e-4260-8135-6b979cb1eba0.png?v=1651522513;Noir;Clair bisauté;;;Y; 20 watts;0;0;lbs;Manor - Wall-Mount Down Open Bottom Large - 31282;860.4;430.2;;;;;N;31282-CB01-LD20C.png;Y;Manor ;https://snoc.com/products/manor-31282?variant=41594492584098&om=9160
31282-CH01;1;EA;1;31282-CH01;;Lampe;https://cdn.shopify.com/s/files/1/0586/5016/5410/products/31282_cf077c89-b32e-4260-8135-6b979cb1eba0.png?v=1651522513;Noir;Martelé clair;medium;;N;;0;0;lbs;Manor - Wall-Mount Down Open Bottom Large - 31282;698.4;349.2;;;;;N;31282-CH01.png;Y;Manor ;https://snoc.com/products/manor-31282?variant=41594492616866&om=9160
31282-CH01C;1;EA;1;31282-CH01C;;Lampe;https://cdn.shopify.com/s/files/1/0586/5016/5410/products/31282_cf077c89-b32e-4260-8135-6b979cb1eba0.png?v=1651522513;Noir;Martelé clair;;Candelabra;N;;0;0;lbs;Manor - Wall-Mount Down Open Bottom Large - 31282;779.4;389.7;;;;;N;31282-CH01C.png;Y;Manor ;https://snoc.com/products/manor-31282?variant=41594492649634&om=9160
31282-CH01-LD10C;1;EA;1;31282-CH01-LD10C;;Lampe;https://cdn.shopify.com/s/files/1/0586/5016/5410/products/31282_cf077c89-b32e-4260-8135-6b979cb1eba0.png?v=1651522513;Noir;Martelé clair;;;Y; 10 watts;0;0;lbs;Manor - Wall-Mount Down Open Bottom Large - 31282;804.6;402.3;;;;;N;31282-CH01-LD10C.png;Y;Manor ;https://snoc.com/products/manor-31282?variant=41594492682402&om=9160
31282-CH01-LD20C;1;EA;1;31282-CH01-LD20C;;Lampe;https://cdn.shopify.com/s/files/1/0586/5016/5410/products/31282_cf077c89-b32e-4260-8135-6b979cb1eba0.png?v=1651522513;Noir;Martelé clair;;;Y; 20 watts;0;0;lbs;Manor - Wall-Mount Down Open Bottom Large - 31282;860.4;430.2;;;;;N;31282-CH01-LD20C.png;Y;Manor ;https://snoc.com/products/manor-31282?variant=41594492715170&om=9160
31282-CB03;1;EA;1;31282-CB03;;Lampe;https://cdn.shopify.com/s/files/1/0586/5016/5410/products/31282_cf077c89-b32e-4260-8135-6b979cb1eba0.png?v=1651522513;Blanc;Clair bisauté;medium;;N;;0;0;lbs;Manor - Wall-Mount Down Open Bottom Large - 31282;698.4;349.2;;;;;N;31282-CB03.png;Y;Manor ;https://snoc.com/products/manor-31282?variant=41594492747938&om=9160
31282-CB03C;1;EA;1;31282-CB03C;;Lampe;https://cdn.shopify.com/s/files/1/0586/5016/5410/products/31282_cf077c89-b32e-4260-8135-6b979cb1eba0.png?v=1651522513;Blanc;Clair bisauté;;Candelabra;N;;0;0;lbs;Manor - Wall-Mount Down Open Bottom Large - 31282;779.4;389.7;;;;;N;31282-CB03C.png;Y;Manor ;https://snoc.com/products/manor-31282?variant=41594492780706&om=9160
31282-CB03-LD10C;1;EA;1;31282-CB03-LD10C;;Lampe;https://cdn.shopify.com/s/files/1/0586/5016/5410/products/31282_cf077c89-b32e-4260-8135-6b979cb1eba0.png?v=1651522513;Blanc;Clair bisauté;;;Y; 10 watts;0;0;lbs;Manor - Wall-Mount Down Open Bottom Large - 31282;804.6;402.3;;;;;N;31282-CB03-LD10C.png;Y;Manor ;https://snoc.com/products/manor-31282?variant=41594492813474&om=9160
31282-CB03-LD20C;1;EA;1;31282-CB03-LD20C;;Lampe;https://cdn.shopify.com/s/files/1/0586/5016/5410/products/31282_cf077c89-b32e-4260-8135-6b979cb1eba0.png?v=1651522513;Blanc;Clair bisauté;;;Y; 20 watts;0;0;lbs;Manor - Wall-Mount Down Open Bottom Large - 31282;860.4;430.2;;;;;N;31282-CB03-LD20C.png;Y;Manor ;https://snoc.com/products/manor-31282?variant=41594492846242&om=9160
31282-CH03;1;EA;1;31282-CH03;;Lampe;https://cdn.shopify.com/s/files/1/0586/5016/5410/products/31282_cf077c89-b32e-4260-8135-6b979cb1eba0.png?v=1651522513;Blanc;Martelé clair;medium;;N;;0;0;lbs;Manor - Wall-Mount Down Open Bottom Large - 31282;698.4;349.2;;;;;N;31282-CH03.png;Y;Manor ;https://snoc.com/products/manor-31282?variant=41594492879010&om=9160
31282-CH03C;1;EA;1;31282-CH03C;;Lampe;https://cdn.shopify.com/s/files/1/0586/5016/5410/products/31282_cf077c89-b32e-4260-8135-6b979cb1eba0.png?v=1651522513;Blanc;Martelé clair;;Candelabra;N;;0;0;lbs;Manor - Wall-Mount Down Open Bottom Large - 31282;779.4;389.7;;;;;N;31282-CH03C.png;Y;Manor ;https://snoc.com/products/manor-31282?variant=41594492911778&om=9160
31282-CH03-LD10C;1;EA;1;31282-CH03-LD10C;;Lampe;https://cdn.shopify.com/s/files/1/0586/5016/5410/products/31282_cf077c89-b32e-4260-8135-6b979cb1eba0.png?v=1651522513;Blanc;Martelé clair;;;Y; 10 watts;0;0;lbs;Manor - Wall-Mount Down Open Bottom Large - 31282;804.6;402.3;;;;;N;31282-CH03-LD10C.png;Y;Manor ;https://snoc.com/products/manor-31282?variant=41594492944546&om=9160
31282-CH03-LD20C;1;EA;1;31282-CH03-LD20C;;Lampe;https://cdn.shopify.com/s/files/1/0586/5016/5410/products/31282_cf077c89-b32e-4260-8135-6b979cb1eba0.png?v=1651522513;Blanc;Martelé clair;;;Y; 20 watts;0;0;lbs;Manor - Wall-Mount Down Open Bottom Large - 31282;860.4;430.2;;;;;N;31282-CH03-LD20C.png;Y;Manor ;https://snoc.com/products/manor-31282?variant=41594492977314&om=9160
31282-CB09;1;EA;1;31282-CB09;;Lampe;https://cdn.shopify.com/s/files/1/0586/5016/5410/products/31282_cf077c89-b32e-4260-8135-6b979cb1eba0.png?v=1651522513;Brun;Clair bisauté;medium;;N;;0;0;lbs;Manor - Wall-Mount Down Open Bottom Large - 31282;698.4;349.2;;;;;N;31282-CB09.png;Y;Manor ;https://snoc.com/products/manor-31282?variant=41594493010082&om=9160
31282-CB09C;1;EA;1;31282-CB09C;;Lampe;https://cdn.shopify.com/s/files/1/0586/5016/5410/products/31282_cf077c89-b32e-4260-8135-6b979cb1eba0.png?v=1651522513;Brun;Clair bisauté;;Candelabra;N;;0;0;lbs;Manor - Wall-Mount Down Open Bottom Large - 31282;779.4;389.7;;;;;N;31282-CB09C.png;Y;Manor ;https://snoc.com/products/manor-31282?variant=41594493042850&om=9160
31282-CB09-LD10C;1;EA;1;31282-CB09-LD10C;;Lampe;https://cdn.shopify.com/s/files/1/0586/5016/5410/products/31282_cf077c89-b32e-4260-8135-6b979cb1eba0.png?v=1651522513;Brun;Clair bisauté;;;Y; 10 watts;0;0;lbs;Manor - Wall-Mount Down Open Bottom Large - 31282;804.6;402.3;;;;;N;31282-CB09-LD10C.png;Y;Manor ;https://snoc.com/products/manor-31282?variant=41594493108386&om=9160
31282-CB09-LD20C;1;EA;1;31282-CB09-LD20C;;Lampe;https://cdn.shopify.com/s/files/1/0586/5016/5410/products/31282_cf077c89-b32e-4260-8135-6b979cb1eba0.png?v=1651522513;Brun;Clair bisauté;;;Y; 20 watts;0;0;lbs;Manor - Wall-Mount Down Open Bottom Large - 31282;860.4;430.2;;;;;N;31282-CB09-LD20C.png;Y;Manor ;https://snoc.com/products/manor-31282?variant=41594493141154&om=9160
31282-CH09;1;EA;1;31282-CH09;;Lampe;https://cdn.shopify.com/s/files/1/0586/5016/5410/products/31282_cf077c89-b32e-4260-8135-6b979cb1eba0.png?v=1651522513;Brun;Martelé clair;medium;;N;;0;0;lbs;Manor - Wall-Mount Down Open Bottom Large - 31282;698.4;349.2;;;;;N;31282-CH09.png;Y;Manor ;https://snoc.com/products/manor-31282?variant=41594493173922&om=9160
31282-CH09C;1;EA;1;31282-CH09C;;Lampe;https://cdn.shopify.com/s/files/1/0586/5016/5410/products/31282_cf077c89-b32e-4260-8135-6b979cb1eba0.png?v=1651522513;Brun;Martelé clair;;Candelabra;N;;0;0;lbs;Manor - Wall-Mount Down Open Bottom Large - 31282;779.4;389.7;;;;;N;31282-CH09C.png;Y;Manor ;https://snoc.com/products/manor-31282?variant=41594493206690&om=9160
31282-CH09-LD10C;1;EA;1;31282-CH09-LD10C;;Lampe;https://cdn.shopify.com/s/files/1/0586/5016/5410/products/31282_cf077c89-b32e-4260-8135-6b979cb1eba0.png?v=1651522513;Brun;Martelé clair;;;Y; 10 watts;0;0;lbs;Manor - Wall-Mount Down Open Bottom Large - 31282;804.6;402.3;;;;;N;31282-CH09-LD10C.png;Y;Manor ;https://snoc.com/products/manor-31282?variant=41594493239458&om=9160
31282-CH09-LD20C;1;EA;1;31282-CH09-LD20C;;Lampe;https://cdn.shopify.com/s/files/1/0586/5016/5410/products/31282_cf077c89-b32e-4260-8135-6b979cb1eba0.png?v=1651522513;Brun;Martelé clair;;;Y; 20 watts;0;0;lbs;Manor - Wall-Mount Down Open Bottom Large - 31282;860.4;430.2;;;;;N;31282-CH09-LD20C.png;Y;Manor ;https://snoc.com/products/manor-31282?variant=41594493272226&om=9160
31282-CB06;1;EA;1;31282-CB06;;Lampe;https://cdn.shopify.com/s/files/1/0586/5016/5410/products/31282_cf077c89-b32e-4260-8135-6b979cb1eba0.png?v=1651522513;;Clair bisauté;medium;;N;;0;0;lbs;Manor - Wall-Mount Down Open Bottom Large - 31282;698.4;349.2;;;;;N;31282-CB06.png;Y;Manor ;https://snoc.com/products/manor-31282?variant=42099244564642&om=9160
31282-CB06C;1;EA;1;31282-CB06C;;Lampe;https://cdn.shopify.com/s/files/1/0586/5016/5410/products/31282_cf077c89-b32e-4260-8135-6b979cb1eba0.png?v=1651522513;;Clair bisauté;;Candelabra;N;;0;0;lbs;Manor - Wall-Mount Down Open Bottom Large - 31282;779.4;389.7;;;;;N;31282-CB06C.png;Y;Manor ;https://snoc.com/products/manor-31282?variant=42099244695714&om=9160
31282-CB06-LD10C;1;EA;1;31282-CB06-LD10C;;Lampe;https://cdn.shopify.com/s/files/1/0586/5016/5410/products/31282_cf077c89-b32e-4260-8135-6b979cb1eba0.png?v=1651522513;;Clair bisauté;;;Y; 10 watts;0;0;lbs;Manor - Wall-Mount Down Open Bottom Large - 31282;804.6;402.3;;;;;N;31282-CB06-LD10C.png;Y;Manor ;https://snoc.com/products/manor-31282?variant=42099244728482&om=9160
31282-CB06-LD20C;1;EA;1;31282-CB06-LD20C;;Lampe;https://cdn.shopify.com/s/files/1/0586/5016/5410/products/31282_cf077c89-b32e-4260-8135-6b979cb1eba0.png?v=1651522513;;Clair bisauté;;;Y; 20 watts;0;0;lbs;Manor - Wall-Mount Down Open Bottom Large - 31282;860.4;430.2;;;;;N;31282-CB06-LD20C.png;Y;Manor ;https://snoc.com/products/manor-31282?variant=42099244794018&om=9160
31282-CH06;1;EA;1;31282-CH06;;Lampe;https://cdn.shopify.com/s/files/1/0586/5016/5410/products/31282_cf077c89-b32e-4260-8135-6b979cb1eba0.png?v=1651522513;;Martelé clair;medium;;N;;0;0;lbs;Manor - Wall-Mount Down Open Bottom Large - 31282;698.4;349.2;;;;;N;31282-CH06.png;Y;Manor ;https://snoc.com/products/manor-31282?variant=42099244826786&om=9160
31282-CH06C;1;EA;1;31282-CH06C;;Lampe;https://cdn.shopify.com/s/files/1/0586/5016/5410/products/31282_cf077c89-b32e-4260-8135-6b979cb1eba0.png?v=1651522513;;Martelé clair;;Candelabra;N;;0;0;lbs;Manor - Wall-Mount Down Open Bottom Large - 31282;779.4;389.7;;;;;N;31282-CH06C.png;Y;Manor ;https://snoc.com/products/manor-31282?variant=42099244859554&om=9160
31282-CH06-LD10C;1;EA;1;31282-CH06-LD10C;;Lampe;https://cdn.shopify.com/s/files/1/0586/5016/5410/products/31282_cf077c89-b32e-4260-8135-6b979cb1eba0.png?v=1651522513;;Martelé clair;;;Y; 10 watts;0;0;lbs;Manor - Wall-Mount Down Open Bottom Large - 31282;804.6;402.3;;;;;N;31282-CH06-LD10C.png;Y;Manor ;https://snoc.com/products/manor-31282?variant=42099244892322&om=9160
31282-CH06-LD20C;1;EA;1;31282-CH06-LD20C;;Lampe;https://cdn.shopify.com/s/files/1/0586/5016/5410/products/31282_cf077c89-b32e-4260-8135-6b979cb1eba0.png?v=1651522513;;Martelé clair;;;Y; 20 watts;0;0;lbs;Manor - Wall-Mount Down Open Bottom Large - 31282;860.4;430.2;;;;;N;31282-CH06-LD20C.png;Y;Manor ;https://snoc.com/products/manor-31282?variant=42099244990626&om=9160
31282-CB10;1;EA;1;31282-CB10;;Lampe;https://cdn.shopify.com/s/files/1/0586/5016/5410/products/31282_cf077c89-b32e-4260-8135-6b979cb1eba0.png?v=1651522513;Anthracite;Clair bisauté;medium;;N;;0;0;lbs;Manor - Wall-Mount Down Open Bottom Large - 31282;698.4;349.2;;;;;N;31282-CB10.png;Y;Manor ;https://snoc.com/products/manor-31282?variant=42099275366562&om=9160
31282-CB10C;1;EA;1;31282-CB10C;;Lampe;https://cdn.shopify.com/s/files/1/0586/5016/5410/products/31282_cf077c89-b32e-4260-8135-6b979cb1eba0.png?v=1651522513;Anthracite;Clair bisauté;;Candelabra;N;;0;0;lbs;Manor - Wall-Mount Down Open Bottom Large - 31282;779.4;389.7;;;;;N;31282-CB10C.png;Y;Manor ;https://snoc.com/products/manor-31282?variant=42099275432098&om=9160
31282-CB10-LD10C;1;EA;1;31282-CB10-LD10C;;Lampe;https://cdn.shopify.com/s/files/1/0586/5016/5410/products/31282_cf077c89-b32e-4260-8135-6b979cb1eba0.png?v=1651522513;Anthracite;Clair bisauté;;;Y; 10 watts;0;0;lbs;Manor - Wall-Mount Down Open Bottom Large - 31282;804.6;402.3;;;;;N;31282-CB10-LD10C.png;Y;Manor ;https://snoc.com/products/manor-31282?variant=42099275464866&om=9160
31282-CB10-LD20C;1;EA;1;31282-CB10-LD20C;;Lampe;https://cdn.shopify.com/s/files/1/0586/5016/5410/products/31282_cf077c89-b32e-4260-8135-6b979cb1eba0.png?v=1651522513;Anthracite;Clair bisauté;;;Y; 20 watts;0;0;lbs;Manor - Wall-Mount Down Open Bottom Large - 31282;860.4;430.2;;;;;N;31282-CB10-LD20C.png;Y;Manor ;https://snoc.com/products/manor-31282?variant=42099275530402&om=9160
